model,tier,policy,workload,accelerator,mean_ttft_ms,mean_tpot_ms,mean_latency_ms,p99_ttft_ms,p99_tpot_ms,num_requests,generated_tokens_total,mean_stall_ms_per_request,shadow_hit_rate,evict_npu_to_cpu_bytes,evict_npu_to_cxl_bytes,load_cpu_to_npu_bytes,load_cxl_to_npu_bytes,evicpress_compression_events,evicpress_compressed_bytes_saved,evicpress_ratio_sum,harp_prefetch_bytes_total,harp_prefetch_bytes_progress,harp_prefetch_overlap_bytes,harp_stall_time_ns,harp_stall_events,harp_shadow_hit_tokens,harp_decode_tokens_total,harp_shadow_ratio_sum,harp_shadow_ratio_events,tier_transition_bytes_total,tier_transition_mb_total,evicpress_avg_ratio,stall_overlap_ratio,harp_avg_shadow_ratio,transition_mb_per_generated_token,eviction_events_total
llama8b,ssd,harp,sharegpt_300,A6000,34509.56630747667,43.60445954666667,45602.381806,69993.728833,88.71271365999999,300.0,83334.0,0.0,0.013139195992003276,486539264.0,6427770880.0,486539264.0,6168532904.0,0.0,0.0,0.0,6914310144.0,6655072168.0,6655072168.0,0.0,0.0,1091.0,83034.0,71.0,71.0,13569382312.0,12940.77140045166,1.0,0.962507036768526,1.0,0.15528801450130392,71.0
llama8b,ssd,largest_kv,fixed_256,A6000,557973.0932435741,345.774767953125,734663.9999288789,1198109.3702025998,603.6889894,256.0,131072.0,0.0,0.0,0.0,28252831744.0,0.0,28252831744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56505663488.0,53888.0,1.0,0.0,1.0,0.4111328125,492.0
llama8b,ssd,largest_kv,sharegpt_300,A6000,70416.96498377666,74.25002593666666,86333.90412416,146838.46913760997,247.88042295999998,300.0,83334.0,0.0,0.0,0.0,16886267904.0,0.0,16886267904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33772535808.0,32208.0,1.0,0.0,1.0,0.38649290805673553,95.0
llama8b,ssd,lru,fixed_256,A6000,95187.02656238672,60.67496232421875,126191.93256123437,213353.41990134993,92.53313414999997,256.0,131072.0,0.0,0.0,0.0,7537164288.0,0.0,7537164288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15074328576.0,14376.0,1.0,0.0,1.0,0.10968017578125,299.0
llama8b,ssd,lru,sharegpt_300,A6000,69242.16024789667,70.12811611333332,85853.63743381333,145391.80640499998,272.59295446999977,300.0,83334.0,0.0,0.0,0.0,6721372160.0,0.0,6721372160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13442744320.0,12820.0,1.0,0.0,1.0,0.1538387692898457,165.0
llama8b,ssd,random,fixed_256,A6000,116857.09761042969,65.81949459375,150490.85958901563,239989.12675135,131.41686329999996,256.0,131072.0,0.0,0.0,0.0,9263120384.0,0.0,9263120384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18526240768.0,17668.0,1.0,0.0,1.0,0.134796142578125,253.0
llama8b,ssd,random,sharegpt_300,A6000,79986.02054640334,83.65257101,99479.41343205332,171043.20589960998,287.1269318699994,300.0,83334.0,0.0,0.0,0.0,7117733888.0,0.0,7117733888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14235467776.0,13576.0,1.0,0.0,1.0,0.1629106967144263,183.0
llama8b,ssd,smallest_kv,fixed_256,A6000,90580.85888136328,52.47684093359375,117396.5248711289,190172.26786425,90.61197689999996,256.0,131072.0,0.0,0.0,0.0,5825888256.0,0.0,5825888256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11651776512.0,11112.0,1.0,0.0,1.0,0.08477783203125,287.0
llama8b,ssd,smallest_kv,sharegpt_300,A6000,94798.69501136667,128.01496716333332,121587.26916509,220982.467485,677.2253643299997,300.0,83334.0,0.0,0.0,0.0,3435134976.0,0.0,3435134976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6870269952.0,6552.0,1.0,0.0,1.0,0.07862337101303189,426.0
llama8b,ssd,tail,fixed_256,A6000,92414.05286326952,49.955435214843746,117941.28050501172,196391.9408854,89.89117809999996,256.0,131072.0,0.0,0.0,0.0,4649385984.0,0.0,4649385984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9298771968.0,8868.0,1.0,0.0,1.0,0.067657470703125,220.0
llama8b,ssd,tail,sharegpt_300,A6000,61375.08686151334,60.33392790999999,75838.82204173665,127715.170252,260.0913908699998,300.0,83334.0,0.0,0.0,0.0,4735369216.0,0.0,4735369216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9470738432.0,9032.0,1.0,0.0,1.0,0.10838313293493652,181.0
phi_moe,cpu_dram,evicpress,fixed_256,A6000,571869.5334233359,655.0410598671874,906595.5152679218,1257776.8238600998,1254.271508,256.0,131072.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,cpu_dram,evicpress,sharegpt_300,A6000,143370.29487307998,190.93169141666664,191219.46369262,276951.20038379985,774.7472917899978,300.0,96969.0,0.0,0.0,9953083392.0,0.0,9953083392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19906166784.0,18984.0,1.0,0.0,1.0,0.19577390712495746,163.0
phi_moe,cpu_dram,fifo,fixed_256,A6000,571869.5334233359,655.0410598671874,906595.5152679218,1257776.8238600998,1254.271508,256.0,131072.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,cpu_dram,fifo,sharegpt_300,A6000,418318.6156326033,482.13201412,545362.5972350966,875537.0975210798,1719.6600229199996,300.0,96969.0,0.0,0.0,17154703360.0,0.0,17154703360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34309406720.0,32720.0,1.0,0.0,1.0,0.33742742525961905,258.0
phi_moe,cpu_dram,harp,fixed_256,A6000,83288.6099695664,104.05128541015624,136458.81706630468,196277.12385059998,179.69263279999998,256.0,131072.0,0.0,0.016389432485322895,4081057792.0,0.0,4081057792.0,0.0,0.0,0.0,0.0,4081057792.0,4081057792.0,4081057792.0,0.0,0.0,2144.0,130816.0,134.0,134.0,8162115584.0,7784.0,1.0,1.0,1.0,0.05938720703125,134.0
phi_moe,cpu_dram,harp,sharegpt_300,A6000,40315.3535745,70.43612466333332,61807.07643028333,92774.81836049,125.68877823999995,300.0,96969.0,0.0,0.011679028437244618,7480541184.0,0.0,7480541184.0,0.0,0.0,0.0,0.0,7480541184.0,7480541184.0,7480541184.0,0.0,0.0,1129.0,96669.0,73.0,73.0,14961082368.0,14268.0,1.0,1.0,1.0,0.1471398075673669,73.0
phi_moe,cpu_dram,largest_kv,fixed_256,A6000,404266.19942773046,360.65053611718747,588558.6236489336,774365.93660215,961.67561875,256.0,131072.0,0.0,0.0,25969033216.0,0.0,25969033216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51938066432.0,49532.0,1.0,0.0,1.0,0.377899169921875,378.0
phi_moe,cpu_dram,largest_kv,sharegpt_300,A6000,89548.49910759665,125.47046215666666,120543.50503973666,195032.71106342998,656.1252490499995,300.0,96969.0,0.0,0.0,17282629632.0,0.0,17282629632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34565259264.0,32964.0,1.0,0.0,1.0,0.3399436933452959,84.0
phi_moe,cpu_dram,lru,fixed_256,A6000,85804.16958023046,109.67281644921874,141846.9790486914,198243.86755554992,162.21203839999995,256.0,131072.0,0.0,0.0,4401922048.0,0.0,4401922048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803844096.0,8396.0,1.0,0.0,1.0,0.064056396484375,176.0
phi_moe,cpu_dram,lru,sharegpt_300,A6000,96483.48813430332,124.35596885999999,127836.39383905333,209534.03936427,529.8663725599988,300.0,96969.0,0.0,0.0,7895777280.0,0.0,7895777280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15791554560.0,15060.0,1.0,0.0,1.0,0.15530736627169509,152.0
phi_moe,cpu_dram,random,fixed_256,A6000,110139.33836889062,120.21445982421875,171568.9275959961,233904.48116984995,229.82797044999995,256.0,131072.0,0.0,0.0,5351931904.0,0.0,5351931904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10703863808.0,10208.0,1.0,0.0,1.0,0.077880859375,161.0
phi_moe,cpu_dram,random,sharegpt_300,A6000,103381.16684773333,146.04198328333334,138641.31921052668,215824.83389952,973.7607511999981,300.0,96969.0,0.0,0.0,7543455744.0,0.0,7543455744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15086911488.0,14388.0,1.0,0.0,1.0,0.14837731646196206,166.0
phi_moe,cpu_dram,smallest_kv,fixed_256,A6000,87953.00837234374,91.76745233984374,134846.17677191406,195179.92204054998,175.97613114999996,256.0,131072.0,0.0,0.0,2845835264.0,0.0,2845835264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5691670528.0,5428.0,1.0,0.0,1.0,0.041412353515625,145.0
phi_moe,cpu_dram,smallest_kv,sharegpt_300,A6000,119659.37797492999,173.46075968666665,163118.97169751002,273587.482075,923.3853673699997,300.0,96969.0,0.0,0.0,3506438144.0,0.0,3506438144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7012876288.0,6688.0,1.0,0.0,1.0,0.06897049572543802,367.0
phi_moe,cpu_dram,tail,fixed_256,A6000,88893.57576889843,89.79971803125,134781.2319239375,195925.63571425,175.33212109999997,256.0,131072.0,0.0,0.0,2942304256.0,0.0,2942304256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884608512.0,5612.0,1.0,0.0,1.0,0.042816162109375,149.0
phi_moe,cpu_dram,tail,sharegpt_300,A6000,78349.54699829333,96.93422158666667,105267.81440792,171697.19854157997,332.05321652999976,300.0,96969.0,0.0,0.0,6329204736.0,0.0,6329204736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658409472.0,12072.0,1.0,0.0,1.0,0.1244933947962751,169.0
phi_moe,cxl,evicpress,fixed_256,A6000,122295.19542877734,112.713871375,179891.98396476562,245240.25532124998,234.28676799999997,256.0,131072.0,0.0,0.0,25113395200.0,0.0,25113395200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50226790400.0,47900.0,1.0,0.0,1.0,0.365447998046875,363.0
phi_moe,cxl,evicpress,sharegpt_300,A6000,143475.74275753333,191.04499243333333,191353.46984089998,277161.0032616398,775.4142706699978,300.0,96969.0,0.0,0.0,9953083392.0,0.0,9953083392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19906166784.0,18984.0,1.0,0.0,1.0,0.19577390712495746,163.0
phi_moe,cxl,fifo,fixed_256,A6000,572083.9462813906,655.3390459257812,906962.199000914,1258350.5252029,1254.6290442499999,256.0,131072.0,0.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,cxl,fifo,sharegpt_300,A6000,418540.521816645,482.35553900499997,545642.096929715,875954.9563295599,1720.6880582699996,300.0,96969.0,0.0,0.0,0.0,17154703360.0,0.0,17154703360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34309406720.0,32720.0,1.0,0.0,1.0,0.33742742525961905,258.0
phi_moe,cxl,harp,fixed_256,A6000,83307.95736514062,104.07236629687499,136488.9368121367,196322.13299519997,179.7334168,256.0,131072.0,0.0,0.016389432485322895,0.0,4081057792.0,0.0,4081057792.0,0.0,0.0,0.0,4081057792.0,4081057792.0,4081057792.0,0.0,0.0,2144.0,130816.0,134.0,134.0,8162115584.0,7784.0,1.0,1.0,1.0,0.05938720703125,134.0
phi_moe,cxl,harp,sharegpt_300,A6000,40352.46679160667,70.47979918333333,61857.68560564,92855.82795449,125.79613525999994,300.0,96969.0,0.0,0.011679028437244618,0.0,7480541184.0,0.0,7480541184.0,0.0,0.0,0.0,7480541184.0,7480541184.0,7480541184.0,0.0,0.0,1129.0,96669.0,73.0,73.0,14961082368.0,14268.0,1.0,1.0,1.0,0.1471398075673669,73.0
phi_moe,cxl,largest_kv,fixed_256,A6000,404490.06700534764,360.87826772265623,588898.8620728515,774939.43932245,962.05162045,256.0,131072.0,0.0,0.0,0.0,25969033216.0,0.0,25969033216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51938066432.0,49532.0,1.0,0.0,1.0,0.377899169921875,378.0
phi_moe,cxl,largest_kv,sharegpt_300,A6000,89719.59497925667,125.67406304666666,120764.37800744,195410.70730843,657.2115139899995,300.0,96969.0,0.0,0.0,0.0,17282629632.0,0.0,17282629632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34565259264.0,32964.0,1.0,0.0,1.0,0.3399436933452959,84.0
phi_moe,cxl,lru,fixed_256,A6000,85926.50500003906,109.75998046484375,142013.85527976562,198452.47305544995,162.52136459999997,256.0,131072.0,0.0,0.0,0.0,4401922048.0,0.0,4401922048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803844096.0,8396.0,1.0,0.0,1.0,0.064056396484375,176.0
phi_moe,cxl,lru,sharegpt_300,A6000,96569.05030205,124.44274676999999,127943.66707252333,209708.99988527,530.2312468799989,300.0,96969.0,0.0,0.0,0.0,7895777280.0,0.0,7895777280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15791554560.0,15060.0,1.0,0.0,1.0,0.15530736627169509,152.0
phi_moe,cxl,random,fixed_256,A6000,92578.03797189843,101.79794015234374,144596.78563721094,204676.6111861,177.13260669999997,256.0,131072.0,0.0,0.0,0.0,4917821440.0,0.0,4917821440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9835642880.0,9380.0,1.0,0.0,1.0,0.071563720703125,137.0
phi_moe,cxl,random,sharegpt_300,A6000,103343.72389621333,128.55977034666665,137284.81069135666,223537.46473799998,507.61739207999864,300.0,96969.0,0.0,0.0,0.0,7975469056.0,0.0,7975469056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15950938112.0,15212.0,1.0,0.0,1.0,0.1568748775381823,154.0
phi_moe,cxl,smallest_kv,fixed_256,A6000,87983.93464084374,91.79305086328125,134890.1838988242,195240.93844154998,176.0446557,256.0,131072.0,0.0,0.0,0.0,2845835264.0,0.0,2845835264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5691670528.0,5428.0,1.0,0.0,1.0,0.041412353515625,145.0
phi_moe,cxl,smallest_kv,sharegpt_300,A6000,119695.61543128999,173.50249468333334,163165.71360841664,273663.926819,923.5191446599997,300.0,96969.0,0.0,0.0,0.0,3506438144.0,0.0,3506438144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7012876288.0,6688.0,1.0,0.0,1.0,0.06897049572543802,367.0
phi_moe,cxl,tail,fixed_256,A6000,88925.1424496211,89.82558084374999,134826.01450803125,195988.83618125,175.39928564999997,256.0,131072.0,0.0,0.0,0.0,2942304256.0,0.0,2942304256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884608512.0,5612.0,1.0,0.0,1.0,0.042816162109375,149.0
phi_moe,cxl,tail,sharegpt_300,A6000,78420.98442713,96.99174225,105355.67753175332,171837.44779557997,332.19173779999977,300.0,96969.0,0.0,0.0,0.0,6329204736.0,0.0,6329204736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658409472.0,12072.0,1.0,0.0,1.0,0.1244933947962751,169.0
phi_moe,ethernet,evicpress,fixed_256,A6000,573406.0702817499,657.1755655742187,909222.7845657421,1261886.5125646999,1256.8353628999998,256.0,131072.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,ethernet,evicpress,sharegpt_300,A6000,144126.33118179,191.74416807333333,192180.27469522,278454.5713391799,779.5352227999978,300.0,96969.0,0.0,0.0,9953083392.0,0.0,9953083392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19906166784.0,18984.0,1.0,0.0,1.0,0.19577390712495746,163.0
phi_moe,ethernet,fifo,fixed_256,A6000,575878.5724487187,660.6075487734374,913449.0301401172,1268494.9053178998,1260.9658013499998,256.0,131072.0,0.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,ethernet,fifo,sharegpt_300,A6000,421849.73938774667,485.81060796833333,549853.78158289,882584.4506241998,1730.9505210599996,300.0,96969.0,0.0,0.0,0.0,17154703360.0,0.0,17154703360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34309406720.0,32720.0,1.0,0.0,1.0,0.33742742525961905,258.0
phi_moe,ethernet,harp,fixed_256,A6000,83895.92509354296,104.709172203125,137402.31233813282,197679.27914809997,180.9812438,256.0,131072.0,0.0,0.016389432485322895,0.0,4081057792.0,0.0,4081057792.0,0.0,0.0,0.0,4081057792.0,4081057792.0,4081057792.0,0.0,0.0,2144.0,130816.0,134.0,134.0,8162115584.0,7784.0,1.0,1.0,1.0,0.05938720703125,134.0
phi_moe,ethernet,harp,sharegpt_300,A6000,38474.15855874666,77.52789480333333,61597.571454929996,88665.59586161,156.93607839999987,300.0,96969.0,0.0,0.012941066939763523,0.0,8277458944.0,0.0,8180989952.0,0.0,0.0,0.0,8277458944.0,8180989952.0,8180989952.0,0.0,0.0,1251.0,96669.0,81.0,81.0,16458448896.0,15696.0,1.0,0.9883455789206993,1.0,0.16186616341304952,81.0
phi_moe,ethernet,largest_kv,fixed_256,A6000,405869.44777978124,362.28102321874997,590995.0509063749,778471.4485345499,964.3700769999999,256.0,131072.0,0.0,0.0,0.0,25969033216.0,0.0,25969033216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51938066432.0,49532.0,1.0,0.0,1.0,0.377899169921875,378.0
phi_moe,ethernet,largest_kv,sharegpt_300,A6000,90768.62373381334,126.92242076,122118.6154305,197728.29282842999,663.8711458499995,300.0,96969.0,0.0,0.0,0.0,17282629632.0,0.0,17282629632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34565259264.0,32964.0,1.0,0.0,1.0,0.3399436933452959,84.0
phi_moe,ethernet,lru,fixed_256,A6000,87092.82952757421,110.99579228515624,143811.67963354295,201066.79001084995,164.64400189999998,256.0,131072.0,0.0,0.0,0.0,4401922048.0,0.0,4401922048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803844096.0,8396.0,1.0,0.0,1.0,0.064056396484375,176.0
phi_moe,ethernet,lru,sharegpt_300,A6000,99083.55347704666,127.00224716333332,131097.33756359332,214852.55767627,540.979601689999,300.0,96969.0,0.0,0.0,0.0,7895777280.0,0.0,7895777280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15791554560.0,15060.0,1.0,0.0,1.0,0.15530736627169509,152.0
phi_moe,ethernet,random,fixed_256,A6000,107818.66110689452,119.96714762109374,169121.87380108202,238261.61471599992,214.92904824999997,256.0,131072.0,0.0,0.0,0.0,6094323712.0,0.0,6094323712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12188647424.0,11624.0,1.0,0.0,1.0,0.08868408203125,173.0
phi_moe,ethernet,random,sharegpt_300,A6000,96507.40220687333,121.43281457333333,128856.70499969998,209540.979204,496.88682941999986,300.0,96969.0,0.0,0.0,0.0,8266973184.0,0.0,8266973184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16533946368.0,15768.0,1.0,0.0,1.0,0.16260866874980665,153.0
phi_moe,ethernet,smallest_kv,fixed_256,A6000,88178.58583516796,91.95440975390625,135167.28948166405,195625.76360955,176.47520214999997,256.0,131072.0,0.0,0.0,0.0,2845835264.0,0.0,2845835264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5691670528.0,5428.0,1.0,0.0,1.0,0.041412353515625,145.0
phi_moe,ethernet,smallest_kv,sharegpt_300,A6000,119927.14923398665,173.77156314666667,163464.84872491,274154.386157,924.4267490599997,300.0,96969.0,0.0,0.0,0.0,3506438144.0,0.0,3506438144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7012876288.0,6688.0,1.0,0.0,1.0,0.06897049572543802,367.0
phi_moe,ethernet,tail,fixed_256,A6000,89123.79584723046,89.98848524609375,135107.91205173827,196387.05862025,175.82141684999996,256.0,131072.0,0.0,0.0,0.0,2942304256.0,0.0,2942304256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884608512.0,5612.0,1.0,0.0,1.0,0.042816162109375,149.0
phi_moe,ethernet,tail,sharegpt_300,A6000,78863.08269293666,97.34937311666665,105899.8124708,172707.07207658,333.0666047499997,300.0,96969.0,0.0,0.0,0.0,6329204736.0,0.0,6329204736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658409472.0,12072.0,1.0,0.0,1.0,0.1244933947962751,169.0
phi_moe,pcie_nvme,evicpress,fixed_256,A6000,574567.4777343827,658.7889098789062,911208.6109346211,1264992.78834405,1258.7733575999998,256.0,131072.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,pcie_nvme,evicpress,sharegpt_300,A6000,144697.80891698,192.35831480333334,192906.53978877998,279590.90843938984,783.1546283499979,300.0,96969.0,0.0,0.0,9953083392.0,0.0,9953083392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19906166784.0,18984.0,1.0,0.0,1.0,0.19577390712495746,163.0
phi_moe,pcie_nvme,fifo,fixed_256,A6000,574796.6663086816,659.1075257265625,911600.6122003671,1265606.187024425,1259.1553646999998,256.0,131072.0,0.0,0.0,0.0,30394023936.0,0.0,30394023936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60788047872.0,57972.0,1.0,0.0,1.0,0.442291259765625,472.0
phi_moe,pcie_nvme,fifo,sharegpt_300,A6000,420899.4393668483,484.82096863333334,548645.2118330133,880689.5758233148,1727.8855308699995,300.0,96969.0,0.0,0.0,0.0,17154703360.0,0.0,17154703360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34309406720.0,32720.0,1.0,0.0,1.0,0.33742742525961905,258.0
phi_moe,pcie_nvme,harp,fixed_256,A6000,83577.01945477734,104.36492123046875,136907.49446692187,196946.3606544,180.30193979999999,256.0,131072.0,0.0,0.016389432485322895,0.0,4081057792.0,0.0,4081057792.0,0.0,0.0,0.0,4081057792.0,4081057792.0,4081057792.0,0.0,0.0,2144.0,130816.0,134.0,134.0,8162115584.0,7784.0,1.0,1.0,1.0,0.05938720703125,134.0
phi_moe,pcie_nvme,harp,sharegpt_300,A6000,37832.9457212,76.63138365333333,60702.05172882,87284.81974061,155.5682137399999,300.0,96969.0,0.0,0.012941066939763523,0.0,8277458944.0,0.0,8180989952.0,0.0,0.0,0.0,8277458944.0,8180989952.0,8180989952.0,0.0,0.0,1251.0,96669.0,81.0,81.0,16458448896.0,15696.0,1.0,0.9883455789206993,1.0,0.16186616341304952,81.0
phi_moe,pcie_nvme,largest_kv,fixed_256,A6000,407081.2320570117,363.5133748242187,592836.566862789,781574.4409374,966.40671125,256.0,131072.0,0.0,0.0,0.0,25969033216.0,0.0,25969033216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51938066432.0,49532.0,1.0,0.0,1.0,0.377899169921875,378.0
phi_moe,pcie_nvme,largest_kv,sharegpt_300,A6000,91690.58626539,128.01956569666666,123308.81645964998,199765.15500042998,669.7241537099995,300.0,96969.0,0.0,0.0,0.0,17282629632.0,0.0,17282629632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34565259264.0,32964.0,1.0,0.0,1.0,0.3399436933452959,84.0
phi_moe,pcie_nvme,lru,fixed_256,A6000,86462.31071492577,110.32742146484374,142839.6233427578,199652.7994851499,163.49685609999995,256.0,131072.0,0.0,0.0,0.0,4401922048.0,0.0,4401922048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803844096.0,8396.0,1.0,0.0,1.0,0.064056396484375,176.0
phi_moe,pcie_nvme,lru,sharegpt_300,A6000,97745.22280949,125.63711251,129418.46829492666,212114.37192026997,535.2510112999989,300.0,96969.0,0.0,0.0,0.0,7895777280.0,0.0,7895777280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15791554560.0,15060.0,1.0,0.0,1.0,0.15530736627169509,152.0
phi_moe,pcie_nvme,random,fixed_256,A6000,112825.14792307813,126.1815724453125,177303.93169670703,239316.9605720499,234.72021994999994,256.0,131072.0,0.0,0.0,0.0,5781848064.0,0.0,5781848064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11563696128.0,11028.0,1.0,0.0,1.0,0.084136962890625,167.0
phi_moe,pcie_nvme,random,sharegpt_300,A6000,108148.58478566667,135.97581736,144100.10409522665,229033.06585060997,587.0280804999973,300.0,96969.0,0.0,0.0,0.0,7149191168.0,0.0,7149191168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14298382336.0,13636.0,1.0,0.0,1.0,0.14062226072249895,148.0
